Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5170061,,None,654.6,2,6.21,A27,C=CC(=O)Nc1cc(-c2cc3c(cn2)cc(-c2c(Cl)c(OC)cc(OC)c2Cl)c(=O)n3CC)c(OC)cc1N(C)CCN(C)C,IC50,'=',4,nM,8.4,,,UO_0000065,12.83,0.25,2.19,8.56,0,CHEMBL5168104,Inhibition of FGFR4 (unknown origin) using Poly (Glu,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5192973,,None,666.61,2,6.39,A29,C=CC(=O)Nc1cc(-c2cc3c(cn2)cc(-c2c(Cl)c(OC)cc(OC)c2Cl)c(=O)n3CC)c(OC)cc1N1C[C@@H](C)N[C@@H](C)C1,IC50,'=',4,nM,8.4,,,UO_0000065,12.6,0.25,2.01,7.85,0,CHEMBL5168104,Inhibition of FGFR4 (unknown origin) using Poly (Glu,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5268116,,None,552.6,2,5.59,6c,C=CC(=O)Nc1ccc(-c2ccc(NC(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)cc2C)cn1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL5260280,Inhibition of recombinant His-tagged human FGFR4 (781 to 1338 residues) expressed in insect cells incubated for 1 hr by caliper mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Insect cell,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257129,1,Scientific Literature,Bioorg Med Chem,2023,None,TIME = 1.0 hr,,,
CHEMBL5281287,,None,556.56,2,5.42,6g,C=CC(=O)Nc1ccc(-c2ccc(NC(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)cc2F)cn1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL5260280,Inhibition of recombinant His-tagged human FGFR4 (781 to 1338 residues) expressed in insect cells incubated for 1 hr by caliper mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Insect cell,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257129,1,Scientific Literature,Bioorg Med Chem,2023,None,TIME = 1.0 hr,,,
CHEMBL5278463,,None,570.62,2,5.94,6y,CCC(=O)Nc1ccc(Oc2ccc(NC(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)c(C)c2)cn1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL5260280,Inhibition of recombinant His-tagged human FGFR4 (781 to 1338 residues) expressed in insect cells incubated for 1 hr by caliper mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Insect cell,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5257129,1,Scientific Literature,Bioorg Med Chem,2023,None,TIME = 1.0 hr,,,
CHEMBL5072738,,None,479.59,0,2.59,21,C=CC(=O)N1CCN(CCCCCn2nc(-c3cc(OC)ccc3OC)c3c(N)ncnc32)CC1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL5033056,Inhibition of human FGFR4 (445 to 753 residues) expressed in Escherichia coli BL21 (DE3) by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5032504,1,Scientific Literature,J Med Chem,2021,None,,,,5000
CHEMBL5084840,,None,536.68,1,2.53,39,COc1cc(OC)cc(-c2nn(CCCCCN3CCN(C(=O)/C=C/CN(C)C)CC3)c3ncnc(N)c23)c1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL5033056,Inhibition of human FGFR4 (445 to 753 residues) expressed in Escherichia coli BL21 (DE3) by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5032504,1,Scientific Literature,J Med Chem,2021,None,,,,5000
CHEMBL5073451,,None,438.49,0,3.64,9t,O=Cc1ccc2c(n1)N(C(=O)Nc1cc(NC3CC3)c(C#Cc3ccccn3)cn1)CCC2,IC50,'=',30.2,nM,7.52,,,UO_0000065,17.15,0.31,3.88,7.51,0,CHEMBL5048527,Inhibition of FGFR4 (unknown origin) using Tyr 04 peptide substrate measured after 2 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5046271,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,30.2
CHEMBL5181688,,None,611.7,2,4.84,11a,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(CCOc5ccc(C(=O)NO)cc5)c4)nc3c2)c1,IC50,'=',1.3,nM,8.89,,,UO_0000065,14.53,0.27,4.05,6.54,0,CHEMBL5153634,Inhibition of FGFR4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5150061,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR,,1.3
CHEMBL5088393,,None,499.62,0,3.74,30,C=CC(=O)N1CCN(CCCCCn2nc(-c3ccc4cc(OC)ccc4c3)c3c(N)ncnc32)CC1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL5033056,Inhibition of human FGFR4 (445 to 753 residues) expressed in Escherichia coli BL21 (DE3) by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5032504,1,Scientific Literature,J Med Chem,2021,None,,,,5000
CHEMBL5090924,,None,470.53,0,4.47,9c,COc1cccc(C#Cc2cnc(NC(=O)N3CCCc4ccc(C=O)nc43)cc2OC(C)C)c1,IC50,'=',17.8,nM,7.75,,,UO_0000065,16.47,0.3,3.28,8.28,0,CHEMBL5048527,Inhibition of FGFR4 (unknown origin) using Tyr 04 peptide substrate measured after 2 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5046271,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,17.8
CHEMBL5090776,,None,441.49,0,3.86,9k,CC(C)Oc1cc(NC(=O)N2CCCc3ccc(C=O)nc32)ncc1C#Cc1cccnc1,IC50,'=',4.5,nM,8.35,,,UO_0000065,18.91,0.35,4.49,8.58,0,CHEMBL5048527,Inhibition of FGFR4 (unknown origin) using Tyr 04 peptide substrate measured after 2 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5046271,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,4.5
CHEMBL5070701,,None,567.65,1,3.13,9ja,CC(C)Oc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#Cc1ccccn1,IC50,'=',7,nM,8.15,,,UO_0000065,14.37,0.27,5.02,6.75,0,CHEMBL5048527,Inhibition of FGFR4 (unknown origin) using Tyr 04 peptide substrate measured after 2 hrs by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5046271,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,7
CHEMBL5092310,,None,408.46,0,2.13,2,C=CC(=O)N1CCC(Cn2nc(-c3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL5033056,Inhibition of human FGFR4 (445 to 753 residues) expressed in Escherichia coli BL21 (DE3) by HTRF assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5032504,1,Scientific Literature,J Med Chem,2021,None,,,,5000
CHEMBL2216830,,None,656.62,2,6.61,1; FIIN-1,C=CC(=O)Nc1cccc(CN2C(=O)N(c3c(Cl)c(OC)cc(OC)c3Cl)Cc3cnc(NCCCCN(CC)CC)nc32)c1,IC50,'=',261,nM,6.58,,,UO_0000065,10.03,0.2,-0.03,5.87,1,CHEMBL4043780,Inhibition of human recombinant His-tagged FGFR4 cytoplasmic domain (781 to 1338 residues) expressed in baculovirus using Tyr-4 peptide after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043093,1,Scientific Literature,Eur J Med Chem,2017,None,,,,261
CHEMBL4100258,,None,670.6,2,5.61,2v,COc1ccc(Nc2ncc3c(n2)N(C2CCN(C(=O)/C=C/CN(C)C)CC2)C(=O)N(c2c(Cl)c(OC)cc(OC)c2Cl)C3)cc1,IC50,'=',269,nM,6.57,,,UO_0000065,9.8,0.2,0.96,5.84,0,CHEMBL4043780,Inhibition of human recombinant His-tagged FGFR4 cytoplasmic domain (781 to 1338 residues) expressed in baculovirus using Tyr-4 peptide after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043093,1,Scientific Literature,Eur J Med Chem,2017,None,,,,269
CHEMBL4079538,,None,658.56,2,5.74,2o,COc1cc(OC)c(Cl)c(N2Cc3cnc(Nc4cccc(F)c4)nc3N(C3CCN(C(=O)/C=C/CN(C)C)CC3)C2=O)c1Cl,IC50,'=',44.2,nM,7.36,,,UO_0000065,11.17,0.22,1.61,7.11,0,CHEMBL4043780,Inhibition of human recombinant His-tagged FGFR4 cytoplasmic domain (781 to 1338 residues) expressed in baculovirus using Tyr-4 peptide after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043093,1,Scientific Literature,Eur J Med Chem,2017,None,,,,44.2
CHEMBL4096041,,None,640.57,2,5.6,2l,COc1cc(OC)c(Cl)c(N2Cc3cnc(Nc4ccccc4)nc3N(C3CCN(C(=O)/C=C/CN(C)C)CC3)C2=O)c1Cl,IC50,'=',68.7,nM,7.16,,,UO_0000065,11.18,0.22,1.56,6.93,0,CHEMBL4043780,Inhibition of human recombinant His-tagged FGFR4 cytoplasmic domain (781 to 1338 residues) expressed in baculovirus using Tyr-4 peptide after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043093,1,Scientific Literature,Eur J Med Chem,2017,None,,,,68.7
CHEMBL4069509,,None,606.56,1,4.68,2h,COc1cc(OC)c(Cl)c(N2Cc3cnc(NC(C)C)nc3N(C3CCN(C(=O)/C=C/CN(C)C)CC3)C2=O)c1Cl,IC50,'=',296,nM,6.53,,,UO_0000065,10.76,0.22,1.85,6.32,0,CHEMBL4043780,Inhibition of human recombinant His-tagged FGFR4 cytoplasmic domain (781 to 1338 residues) expressed in baculovirus using Tyr-4 peptide after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043093,1,Scientific Literature,Eur J Med Chem,2017,None,,,,296
CHEMBL4092354,,None,578.5,1,3.9,2e,CNc1ncc2c(n1)N(C1CCN(C(=O)/C=C/CN(C)C)CC1)C(=O)N(c1c(Cl)c(OC)cc(OC)c1Cl)C2,IC50,'=',452,nM,6.34,,,UO_0000065,10.97,0.22,2.44,6.14,0,CHEMBL4043780,Inhibition of human recombinant His-tagged FGFR4 cytoplasmic domain (781 to 1338 residues) expressed in baculovirus using Tyr-4 peptide after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043093,1,Scientific Literature,Eur J Med Chem,2017,None,,,,452
CHEMBL3966721,,None,449.39,0,3.19,47,COCCOc1cc(NC(=O)N2CCCc3cc(C(F)(F)F)c(C=O)nc32)ncc1C#N,IC50,'=',39,nM,7.41,,,UO_0000065,16.49,0.32,4.22,6.31,0,CHEMBL4723295,Inhibition of FGFR4 in mouse BAF3 cells assessed as decrease in FGFR4 phosphorylation incubated for 40 mins,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR,,39
CHEMBL4106685,,None,423.43,0,1.81,57,N#Cc1cnc(NC(=O)N2CCCc3cc(CO)c(C=O)nc32)cc1O[C@@H]1CCOC1,IC50,'=',22,nM,7.66,,,UO_0000065,18.08,0.34,5.85,5.56,0,CHEMBL4723294,Inhibition of FGFR4 in mouse BAF3 cells assessed as reduction in cell viability incubated for 2 days by cell proliferation assay,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 48.0 hr,INHIBITOR,,22
CHEMBL3962621,,None,391.43,0,3.04,6i,N#Cc1cnc(NC(=O)N2CCCc3ccc(C=O)nc32)cc1C1CCOCC1,IC50,'=',17,nM,7.77,,,UO_0000065,19.85,0.37,4.73,7.18,1,CHEMBL4255755,Inhibition of FGFR4 (388 to 802 residues) (unknown origin) using 5-Fluo-Ahx-KKKKEEIYFFFG-NH2 as substrate after 60 mins by microfluidic mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4251697,1,Scientific Literature,ACS Med Chem Lett,2018,None,,,,17
CHEMBL4786195,,None,521.58,1,1.83,82,COCCOc1cc(NC(=O)N2CCCc3cc(CN4C[C@H](N(C)C)CC4=O)c(C=O)nc32)ncc1C#N,IC50,'=',79,nM,7.1,,,UO_0000065,13.62,0.26,5.27,5.04,0,CHEMBL4723294,Inhibition of FGFR4 in mouse BAF3 cells assessed as reduction in cell viability incubated for 2 days by cell proliferation assay,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 48.0 hr,INHIBITOR,,79
CHEMBL4786195,,None,521.58,1,1.83,82,COCCOc1cc(NC(=O)N2CCCc3cc(CN4C[C@H](N(C)C)CC4=O)c(C=O)nc32)ncc1C#N,IC50,'=',6.1,nM,8.21,,,UO_0000065,15.75,0.3,6.38,5.83,0,CHEMBL4723295,Inhibition of FGFR4 in mouse BAF3 cells assessed as decrease in FGFR4 phosphorylation incubated for 40 mins,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR,,6.1
CHEMBL4764678,,None,546.55,1,3.91,76,COCCOc1cc(NC(=O)N2CCCc3cc(C4CCN(CC(F)(F)F)CC4)c(C=O)nc32)ncc1C#N,IC50,'=',17,nM,7.77,,,UO_0000065,14.22,0.27,3.86,6.44,0,CHEMBL4723295,Inhibition of FGFR4 in mouse BAF3 cells assessed as decrease in FGFR4 phosphorylation incubated for 40 mins,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR,,17
CHEMBL3904499,,None,431.4,0,3.11,45,COCCOc1cc(NC(=O)N2CCCc3cc(C(F)F)c(C=O)nc32)ncc1C#N,IC50,'=',17,nM,7.77,,,UO_0000065,18.01,0.34,4.66,6.62,0,CHEMBL4723295,Inhibition of FGFR4 in mouse BAF3 cells assessed as decrease in FGFR4 phosphorylation incubated for 40 mins,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR,,17
CHEMBL4781882,,None,460.29,0,2.93,41,COCCOc1cc(NC(=O)N2CCCc3cc(Br)c(C=O)nc32)ncc1C#N,IC50,'=',2.9,nM,8.54,,,UO_0000065,18.55,0.4,5.61,7.27,0,CHEMBL4723295,Inhibition of FGFR4 in mouse BAF3 cells assessed as decrease in FGFR4 phosphorylation incubated for 40 mins,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR,,2.9
CHEMBL3969343,,None,341.76,0,2.8,37,N#Cc1ccc(NC(=O)N2CCCc3cc(Cl)c(C=O)nc32)nc1,IC50,'=',317,nM,6.5,,,UO_0000065,19.02,0.37,3.7,6.57,0,CHEMBL4723295,Inhibition of FGFR4 in mouse BAF3 cells assessed as decrease in FGFR4 phosphorylation incubated for 40 mins,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR,,317
CHEMBL4277111,,None,345.28,0,3.71,8,O=Cc1ccc2cccc(C(=O)Nc3ccc(C(F)(F)F)cn3)c2n1,IC50,'>',3000,nM,,,,UO_0000065,,,,,0,CHEMBL4723294,Inhibition of FGFR4 in mouse BAF3 cells assessed as reduction in cell viability incubated for 2 days by cell proliferation assay,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 48.0 hr,,,3000
CHEMBL3953738,,None,321.34,0,2.45,33,Cc1cc2c(nc1C=O)N(C(=O)Nc1ccc(C#N)cn1)CCC2,IC50,'=',244,nM,6.61,,,UO_0000065,20.58,0.38,4.16,6.68,0,CHEMBL4723294,Inhibition of FGFR4 in mouse BAF3 cells assessed as reduction in cell viability incubated for 2 days by cell proliferation assay,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 48.0 hr,INHIBITOR,,244
CHEMBL3926134,,None,365.35,0,1.77,40,N#Cc1ccc(NC(=O)N2CCCc3cc(CC(=O)O)c(C=O)nc32)nc1,IC50,'>',3000,nM,,,,UO_0000065,,,,,0,CHEMBL4723295,Inhibition of FGFR4 in mouse BAF3 cells assessed as decrease in FGFR4 phosphorylation incubated for 40 mins,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,,,3000
CHEMBL3964830,,None,479.5,0,1.57,54,COCCNc1cc(NC(=O)N2CCCc3cc(N4CCOCC4=O)c(C=O)nc32)ncc1C#N,IC50,'=',34,nM,7.47,,,UO_0000065,15.58,0.29,5.9,4.99,0,CHEMBL4723295,Inhibition of FGFR4 in mouse BAF3 cells assessed as decrease in FGFR4 phosphorylation incubated for 40 mins,B,BAO_0000219,cell-based format,Mus musculus,None,None,BaF3,None,,,,CHEMBL3839,Fibroblast growth factor receptor 4,Mus musculus,SINGLE PROTEIN,CHEMBL4715854,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR,,34
