Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5079450,,None,547.68,1,1.74,Example 108,CC(C)(C)NS(=O)(=O)c1cccc(NC(=O)c2ncc(NC(C)(CO)CO)nc2N2CCC3(CC2)CC3)n1,IC50,'=',87.8,nM,7.06,,,UO_0000065,12.88,0.25,5.32,4.16,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.0878
CHEMBL5076653,,None,509.66,1,3.3,Example 111,C[C@H]1CN(c2cccc(NC(=O)c3ncc(NC(C)(C)CO)nc3N3CCC4(CC3)CC4)n2)C[C@H](C)O1,IC50,'=',109.5,nM,6.96,,,UO_0000065,13.66,0.26,3.66,6.01,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.1095
CHEMBL5089666,,None,493.61,0,2.66,Example 112,CC(C)(CO)Nc1cnc(C(=O)Nc2cccc(N3C[C@@H]4C[C@H]3CO4)n2)c(N2CCC3(CC2)CC3)n1,IC50,'=',182,nM,6.74,,,UO_0000065,13.65,0.26,4.08,5.82,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.182
CHEMBL5085784,,None,462.55,0,3.95,Example 122,CC(C)(CO)Nc1ccc(C(=O)Nc2cccc(-c3ncco3)n2)c(N2CCC3(CC2)CC3)n1,IC50,'=',315.7,nM,6.5,,,UO_0000065,14.05,0.26,2.55,5.58,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.3157
CHEMBL5084085,,None,480.61,0,3.13,Example 127,CC(C)(CO)Nc1ccc(C(=O)Nc2cccc(N3CCOCC3)n2)c(N2CCC3(CC2)CC3)n1,IC50,'=',52.5,nM,7.28,,,UO_0000065,15.15,0.28,4.15,7.08,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.0525
CHEMBL5082127,,None,517.65,1,2.39,Example 178,CC(C)(C)NS(=O)(=O)c1cccc(NC(=O)c2ccc([C@](C)(O)CO)nc2N2CCC3(CC2)CC3)n1,IC50,'=',108.9,nM,6.96,,,UO_0000065,13.45,0.26,4.57,4.81,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.1089
CHEMBL5091579,,None,521.54,1,2.69,Example 181,O=C(Nc1cccc(N2CCOCC2)n1)c1ccc(C(O)(CO)C(F)(F)F)nc1N1CCC2(CC1)CC2,IC50,'=',69.9,nM,7.16,,,UO_0000065,13.72,0.26,4.47,6.44,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.0699
CHEMBL5094150,,None,535.57,1,3.08,Example 182,C[C@@H]1CN(c2cccc(NC(=O)c3ccc(C(O)(CO)C(F)(F)F)nc3N3CCC4(CC3)CC4)n2)CCO1,IC50,'=',79.5,nM,7.1,,,UO_0000065,13.26,0.26,4.02,6.39,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.0795
CHEMBL5080133,,None,505.62,1,3.19,Example 195,CC(C)(C)NS(=O)(=O)c1cccc(NC(=O)c2ccc(C(F)CO)nc2N2CCC3(CC2)CC3)n1,IC50,'=',196,nM,6.71,,,UO_0000065,13.27,0.26,3.52,5.39,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.196
CHEMBL5091273,,None,508.67,1,3.91,Example 199,C[C@H]1CN(c2cccc(NC(=O)c3ccc(NC(C)(C)CO)nc3N3CCC4(CC3)CC4)n2)[C@@H](C)CO1,IC50,'=',243,nM,6.61,,,UO_0000065,13,0.24,2.7,6.43,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.243
CHEMBL5090636,,None,508.67,1,4.17,Example 200,COCC(C)(C)Nc1ccc(C(=O)Nc2cccc(N3CCO[C@H](C)C3)n2)c(N2CCC3(CC2)CC3)n1,IC50,'=',636.3,nM,6.2,,,UO_0000065,12.18,0.23,2.03,6.75,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.6363
CHEMBL5074830,,None,521.54,1,2.69,Example 201,O=C(Nc1cccc(N2CCOCC2)n1)c1ccc([C@](O)(CO)C(F)(F)F)nc1N1CCC2(CC1)CC2,IC50,'=',76.9,nM,7.11,,,UO_0000065,13.64,0.26,4.42,6.41,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.0769
CHEMBL5069852,,None,508.67,1,3.91,Example 204,CCC1CN(c2cccc(NC(=O)c3ccc(NC(C)(C)CO)nc3N3CCC4(CC3)CC4)n2)CCO1,IC50,'=',160.5,nM,6.79,,,UO_0000065,13.36,0.25,2.88,6.61,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.1605
CHEMBL5075464,,None,494.64,0,3.25,Example 216,CC(C)(CO)Nc1ccc(C(=O)Nc2cccc(N3CCC[C@@H](O)C3)n2)c(N2CCC3(CC2)CC3)n1,IC50,'=',80.4,nM,7.09,,,UO_0000065,14.34,0.27,3.84,6.23,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.0804
CHEMBL5078561,,None,524.67,1,3.14,Example 217,COCC(C)(CO)Nc1ccc(C(=O)Nc2cccc(N3CCO[C@H](C)C3)n2)c(N2CCC3(CC2)CC3)n1,IC50,'=',222,nM,6.65,,,UO_0000065,12.68,0.24,3.51,5.94,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.222
CHEMBL5075946,,None,486.6,0,1.98,Example 224,C[C@@H]1CN(c2cccc(NC(=O)c3ccc(S(N)(=O)=O)nc3N3CCC4(CC3)CC4)n2)CCO1,IC50,'=',68.8,nM,7.16,,,UO_0000065,14.72,0.29,5.18,5.48,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.0688
CHEMBL5083162,,None,508.67,1,3.56,Example 227,Cc1cc(NC(=O)c2ccc(NC(C)(C)CO)nc2N2CCC3(CC2)CC3)nc(N2CCC[C@@H](O)C2)c1,IC50,'=',142.5,nM,6.85,,,UO_0000065,13.46,0.25,3.29,6.01,0,CHEMBL5051143,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050842,38,SureChEMBL Patent Bioactivity Data,,2022,None,TIME = 0.25 hr,INHIBITOR,,0.1425
CHEMBL5086081,,None,542.58,1,3.78,Example 11-59,O=C(Nc1ccnc(OCCC(F)(F)F)c1)c1ccc(NS(=O)(=O)CCO)cc1N1CCC2(CC1)CC2,IC50,'=',58,nM,7.24,,,UO_0000065,13.34,0.27,3.46,5.99,0,CHEMBL5052929,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5052826,38,SureChEMBL Patent Bioactivity Data,,2020,None,TIME = 0.25 hr,INHIBITOR,,0.058
CHEMBL5080939,,None,556.61,1,4.09,Example 11-60,Cc1cc(NC(=O)c2ccc(NS(=O)(=O)CCO)cc2N2CCC3(CC2)CC3)cc(OCCC(F)(F)F)n1,IC50,'=',84,nM,7.08,,,UO_0000065,12.71,0.25,2.99,5.85,0,CHEMBL5052929,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5052826,38,SureChEMBL Patent Bioactivity Data,,2020,None,TIME = 0.25 hr,INHIBITOR,,0.084
CHEMBL5077186,,None,541.72,1,3.75,Example 3-3,CC(C)(C)NS(=O)(=O)c1ccc(C(=O)Nc2cccc(N3CCC[C@H](O)C3)n2)c(N2CCC3(CC2)CC3)c1,IC50,'=',96,nM,7.02,,,UO_0000065,12.95,0.25,3.27,6.11,0,CHEMBL5051594,Inhibition of recombinant His-tagged human KIF18A (1 to 467 residues) expressed in baculovirus expression system assessed as inhibition of microtubule-stimulated ATPase activity preincubated for 15 mins followed by ATP addition and further incubated for 15 mins and measured after 40 mins by ADP-Glo reagent based assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4523403,Kinesin-like protein KIF18A,Homo sapiens,SINGLE PROTEIN,CHEMBL5050848,38,SureChEMBL Patent Bioactivity Data,,2020,None,TIME = 0.25 hr,INHIBITOR,,0.096
CHEMBL5287177,,None,537.67,1,1.95,22,CC(C)(C)NS(=O)(=O)c1cccc(NC(=O)c2ncc(NS(C)(=O)=O)nc2N2CCC3(CC2)CC3)n1,Cp,'=',5.7,uM,,,,UO_0000064,,,,,0,CHEMBL5224104,Plasma concentration in CD-1 mouse xenografted with human OVCAR-3 cells at 100 mg/kg,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5083562,,None,530.7,1,3.37,20,CC(C)(C)NS(=O)(=O)c1cccc(NC(=O)c2ncc(NC(C)(C)CO)nc2N2CCC3(CC2)CC3)c1,CL,'=',76,mL.min-1.g-1,,,,,,,,,0,CHEMBL5224090,Metabolic stability in mouse liver microsomes assessed as intrinsic clearance at 0.5 uM incubated upto 40 mins by LCMS analysis,A,BAO_0000251,microsome format,Mus musculus,CHEMBL3559723,Liver,None,Microsome,,,,CHEMBL612558,ADMET,,ADMET,CHEMBL5223091,1,Scientific Literature,J Med Chem,2022,None,DOSE = 0.5 microM | TIME <= 0.6667 hr,,,76
CHEMBL5076091,,None,574.77,1,4.69,24,CC(C)(C)NS(=O)(=O)c1cccc(NC(=O)c2ccc(NS(=O)(=O)C3(C)CC3)cc2N2CCC3(CC2)CC3)c1,Cmax,'=',26500,nM,,,,UO_0000065,,,,,0,CHEMBL5224118,Cmax in CD-1 mouse xenografted with human OVCAR-3 cells at 100 mg/kg,,,,,,,,,,,,,,,,,,,,,,,,,
